Cluster	Name	GO terms	GO source	Description (Direct description or transfer from target)
1	Zm00001d039214	GO:0000023 maltose metabolic process		
1	Zm00001d039214	GO:0051225 spindle assembly		
1	Zm00001d039214	GO:0043085 positive regulation of catalytic activity		
1	Zm00001d039214	GO:0005737 cytoplasm		
1	Zm00001d039214	GO:0006306 DNA methylation		
1	Zm00001d039214	GO:0005719 nuclear euchromatin		
1	Zm00001d039214	GO:0009555 pollen development		
1	Zm00001d039214	GO:0051322 anaphase		
1	Zm00001d039214	GO:0009616 virus induced gene silencing		
1	Zm00001d039214	GO:0009965 leaf morphogenesis		
1	Zm00001d039214	GO:0048481 plant ovule development		
1	Zm00001d039214	GO:0006261 DNA-dependent DNA replication		
1	Zm00001d039214	GO:0030529 intracellular ribonucleoprotein complex		
1	Zm00001d039214	GO:0010529 negative regulation of transposition		
1	Zm00001d039214	GO:0016572 histone phosphorylation		
1	Zm00001d039214	GO:0048645 organ formation		
1	Zm00001d039214	GO:0019252 starch biosynthetic process		
1	Zm00001d039214	GO:0005730 nucleolus		
1	Zm00001d039214	GO:0000279 M phase		
1	Zm00001d039214	GO:0008283 cell proliferation		
1	Zm00001d039214	GO:0010014 meristem initiation		
1	Zm00001d039214	GO:0007267 cell-cell signaling		
1	Zm00001d039214	GO:0031048 chromatin silencing by small RNA		
1	Zm00001d039214	GO:0010073 meristem maintenance		
1	Zm00001d039214	GO:0044703 multi-organism reproductive process		
1	Zm00001d039214	GO:0010267 production of ta-siRNAs involved in RNA interference		
1	Zm00001d039214	GO:0051726 regulation of cell cycle		
1	Zm00001d039214	GO:0009816 defense response to bacterium, incompatible interaction		
1	Zm00001d039214	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
1	Zm00001d039214	GO:0035197 siRNA binding		
1	Zm00001d039214	GO:0006275 regulation of DNA replication		
1	Zm00001d039214	GO:0009909 regulation of flower development		
1	Zm00001d039214	GO:0009855 determination of bilateral symmetry		
1	Zm00001d039214	GO:0015030 Cajal body		
1	Zm00001d039214	GO:0006413 translational initiation		
1	Zm00001d039214	GO:0016444 somatic cell DNA recombination		
1	Zm00001d039214	GO:0003743 translation initiation factor activity		
1	Zm00001d046438	GO:0035198 miRNA binding	 --- 	 --- 
1	Zm00001d046438	GO:0035019 somatic stem cell population maintenance		
1	Zm00001d046438	GO:0031361 integral component of thylakoid membrane		
1	Zm00001d046438	GO:0048864 stem cell development		
1	Zm00001d046438	GO:0009616 virus induced gene silencing		
1	Zm00001d046438	GO:0006346 methylation-dependent chromatin silencing		
1	Zm00001d046438	GO:0030529 intracellular ribonucleoprotein complex		
1	Zm00001d046438	GO:0048439 flower morphogenesis		
1	Zm00001d046438	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
1	Zm00001d046438	GO:0009887 organ morphogenesis		
1	Zm00001d046438	GO:0009944 polarity specification of adaxial/abaxial axis		
1	Zm00001d046438	GO:0045596 negative regulation of cell differentiation		
1	Zm00001d046438	GO:0010014 meristem initiation		
1	Zm00001d046438	GO:0007267 cell-cell signaling		
1	Zm00001d046438	GO:0010586 miRNA metabolic process		
1	Zm00001d046438	GO:0010073 meristem maintenance		
1	Zm00001d046438	GO:0010267 production of ta-siRNAs involved in RNA interference		
1	Zm00001d046438	GO:0010051 xylem and phloem pattern formation		
1	Zm00001d046438	GO:0005829 cytosol		
1	Zm00001d046438	GO:0010050 vegetative phase change		
1	Zm00001d046438	GO:0048366 leaf development		
1	Zm00001d046438	GO:0048646 anatomical structure formation involved in morphogenesis		
1	Zm00001d046438	GO:0009855 determination of bilateral symmetry		
1	Zm00001d046438	GO:0006413 translational initiation		
1	Zm00001d046438	GO:0005634 nucleus		
1	Zm00001d046438	GO:0003743 translation initiation factor activity		
2	Zm00001d009271	GO:0006421 asparaginyl-tRNA aminoacylation	 --- 	 --- 
2	Zm00001d009271	GO:0005829 cytosol		
2	Zm00001d009271	GO:0004816 asparagine-tRNA ligase activity		
2	Zm00001d009271	GO:0005739 mitochondrion		
2	Zm00001d009271	GO:0009793 embryo development ending in seed dormancy		
2	Zm00001d009271	GO:0003676 nucleic acid binding		
2	Zm00001d009271	GO:0046686 response to cadmium ion		
2	Zm00001d009271	GO:0005524 ATP binding		
2	Zm00001d009271	GO:0009507 chloroplast		
2	Zm00001d022463	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d022463	GO:0005730 nucleolus		
2	Zm00001d022463	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d022463	GO:0042256 mature ribosome assembly		
2	Zm00001d022463	GO:0003735 structural constituent of ribosome		
2	Zm00001d022463	GO:0005886 plasma membrane		
2	Zm00001d022463	GO:0001510 RNA methylation		
2	Zm00001d022463	GO:0002181 cytoplasmic translation		
2	Zm00001d022463	GO:0042788 polysomal ribosome		
2	Zm00001d022463	GO:0009506 plasmodesma		
2	Zm00001d022463	GO:0003729 mRNA binding		
2	Zm00001d033817	GO:0007010 cytoskeleton organization	 --- 	 --- 
2	Zm00001d033817	GO:0016192 vesicle-mediated transport		
2	Zm00001d033817	GO:0033674 positive regulation of kinase activity		
2	Zm00001d033817	GO:0009507 chloroplast		
2	Zm00001d033817	GO:0009682 induced systemic resistance		
2	Zm00001d033817	GO:0016021 integral component of membrane		
2	Zm00001d033817	GO:0045859 regulation of protein kinase activity		
2	Zm00001d033817	GO:0010498 proteasomal protein catabolic process		
2	Zm00001d033817	GO:0005634 nucleus		
2	Zm00001d033817	GO:0009627 systemic acquired resistance		
2	Zm00001d033817	GO:0019901 protein kinase binding		
2	Zm00001d033817	GO:0030117 membrane coat		
2	Zm00001d033817	GO:0033554 cellular response to stress		
2	Zm00001d033817	GO:0006886 intracellular protein transport		
2	Zm00001d033817	GO:0006417 regulation of translation		
2	Zm00001d033817	GO:0043022 ribosome binding		
2	Zm00001d033817	GO:0005829 cytosol		
2	Zm00001d033817	GO:0019887 protein kinase regulator activity		
2	Zm00001d033817	GO:0006094 gluconeogenesis		
2	Zm00001d007145	GO:0003735 structural constituent of ribosome	 --- 	 --- 
2	Zm00001d007145	GO:0005840 ribosome		
2	Zm00001d007145	GO:0051604 protein maturation		
2	Zm00001d007145	GO:0005730 nucleolus		
2	Zm00001d007145	GO:0044822 poly(A) RNA binding		
2	Zm00001d007145	GO:0030687 preribosome, large subunit precursor		
2	Zm00001d007145	GO:0000398 mRNA splicing, via spliceosome		
2	Zm00001d007145	GO:0040008 regulation of growth		
2	Zm00001d007145	GO:0000460 maturation of 5.8S rRNA		
2	Zm00001d007145	GO:0016740 transferase activity		
2	Zm00001d007145	GO:0000470 maturation of LSU-rRNA		
2	Zm00001d007145	GO:0006412 translation		
2	Zm00001d007145	GO:0007275 multicellular organism development		
2	Zm00001d017729	GO:0005737 cytoplasm	 --- 	 --- 
2	Zm00001d017729	GO:0006468 protein phosphorylation		
2	Zm00001d017729	GO:0006487 protein N-linked glycosylation		
2	Zm00001d017729	GO:0005634 nucleus		
2	Zm00001d017729	GO:0007049 cell cycle		
2	Zm00001d017729	GO:0004693 cyclin-dependent protein serine/threonine kinase activity		
2	Zm00001d017729	GO:0035556 intracellular signal transduction		
2	Zm00001d017729	GO:0045727 positive regulation of translation		
2	Zm00001d017729	GO:0043687 post-translational protein modification		
2	Zm00001d017729	GO:0005524 ATP binding		
2	Zm00001d006227	GO:0010099 regulation of photomorphogenesis	 --- 	 --- 
2	Zm00001d006227	GO:0007283 spermatogenesis		
2	Zm00001d006227	GO:0010162 seed dormancy process		
2	Zm00001d006227	GO:0010182 sugar mediated signaling pathway		
2	Zm00001d006227	GO:0005634 nucleus		
2	Zm00001d006227	GO:0050826 response to freezing		
2	Zm00001d006227	GO:0009793 embryo development ending in seed dormancy		
2	Zm00001d006227	GO:0010228 vegetative to reproductive phase transition of meristem		
2	Zm00001d006227	GO:0009637 response to blue light		
2	Zm00001d006227	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d006227	GO:0016567 protein ubiquitination		
2	Zm00001d006227	GO:0042752 regulation of circadian rhythm		
2	Zm00001d006227	GO:0048513 animal organ development		
2	Zm00001d006227	GO:0009845 seed germination		
2	Zm00001d006227	GO:0019915 lipid storage		
2	Zm00001d006227	GO:0010114 response to red light		
2	Zm00001d006227	GO:0009933 meristem structural organization		
2	Zm00001d006227	GO:0009909 regulation of flower development		
2	Zm00001d006227	GO:0048646 anatomical structure formation involved in morphogenesis		
2	Zm00001d006227	GO:0009873 ethylene-activated signaling pathway		
2	Zm00001d009579	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d009579	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d009579	GO:0005774 vacuolar membrane		
2	Zm00001d009579	GO:0003735 structural constituent of ribosome		
2	Zm00001d009579	GO:0003723 RNA binding		
2	Zm00001d009579	GO:0005886 plasma membrane		
2	Zm00001d009579	GO:0006412 translation		
2	Zm00001d009868	GO:0009207 purine ribonucleoside triphosphate catabolic process	 --- 	 --- 
2	Zm00001d009868	GO:0006414 translational elongation		
2	Zm00001d009868	GO:0046039 GTP metabolic process		
2	Zm00001d009868	GO:0005730 nucleolus		
2	Zm00001d009868	GO:0005773 vacuole		
2	Zm00001d009868	GO:0009154 purine ribonucleotide catabolic process		
2	Zm00001d009868	GO:0003924 GTPase activity		
2	Zm00001d009868	GO:0005739 mitochondrion		
2	Zm00001d009868	GO:1901069 guanosine-containing compound catabolic process		
2	Zm00001d009868	GO:0005886 plasma membrane		
2	Zm00001d009868	GO:0046686 response to cadmium ion		
2	Zm00001d009868	GO:0003746 translation elongation factor activity		
2	Zm00001d009868	GO:0009507 chloroplast		
2	Zm00001d009868	GO:0005525 GTP binding		
2	Zm00001d044552	GO:0000085 mitotic G2 phase	 --- 	 --- 
2	Zm00001d044552	GO:0022402 cell cycle process		
2	Zm00001d044552	GO:0003677 DNA binding		
2	Zm00001d044552	GO:0005737 cytoplasm		
2	Zm00001d044552	GO:0006306 DNA methylation		
2	Zm00001d044552	GO:0006342 chromatin silencing		
2	Zm00001d044552	GO:0009616 virus induced gene silencing		
2	Zm00001d044552	GO:0016787 hydrolase activity		
2	Zm00001d044552	GO:0000278 mitotic cell cycle		
2	Zm00001d044552	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
2	Zm00001d044552	GO:0007267 cell-cell signaling		
2	Zm00001d044552	GO:0022008 neurogenesis		
2	Zm00001d044552	GO:0010388 cullin deneddylation		
2	Zm00001d044552	GO:0009506 plasmodesma		
2	Zm00001d044552	GO:0009640 photomorphogenesis		
2	Zm00001d044552	GO:0005847 mRNA cleavage and polyadenylation specificity factor complex		
2	Zm00001d044552	GO:0010267 production of ta-siRNAs involved in RNA interference		
2	Zm00001d044552	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d044552	GO:0006398 mRNA 3'-end processing by stem-loop binding and cleavage		
2	Zm00001d044552	GO:0003723 RNA binding		
2	Zm00001d044552	GO:0006378 mRNA polyadenylation		
2	Zm00001d044552	GO:0006379 mRNA cleavage		
2	Zm00001d044552	GO:0016569 covalent chromatin modification		
2	Zm00001d042966	GO:0003735 structural constituent of ribosome	 --- 	 --- 
2	Zm00001d042966	GO:0044710 single-organism metabolic process		
2	Zm00001d042966	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d042966	GO:0005730 nucleolus		
2	Zm00001d042966	GO:0090304 nucleic acid metabolic process		
2	Zm00001d042966	GO:0065007 biological regulation		
2	Zm00001d042966	GO:0006412 translation		
2	Zm00001d004839	GO:0052541 plant-type cell wall cellulose metabolic process	 --- 	 --- 
2	Zm00001d004839	GO:0044710 single-organism metabolic process		
2	Zm00001d004839	GO:0052546 cell wall pectin metabolic process		
2	Zm00001d004839	GO:0005730 nucleolus		
2	Zm00001d004839	GO:0005618 cell wall		
2	Zm00001d004839	GO:0005886 plasma membrane		
2	Zm00001d004839	GO:0005774 vacuolar membrane		
2	Zm00001d004839	GO:0003735 structural constituent of ribosome		
2	Zm00001d004839	GO:0001510 RNA methylation		
2	Zm00001d004839	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d004839	GO:0006412 translation		
2	Zm00001d004839	GO:0009506 plasmodesma		
2	Zm00001d004676	GO:0006446 regulation of translational initiation	 --- 	 --- 
2	Zm00001d004676	GO:0016070 RNA metabolic process		
2	Zm00001d004676	GO:0006007 glucose catabolic process		
2	Zm00001d004676	GO:0009892 negative regulation of metabolic process		
2	Zm00001d004676	GO:0007399 nervous system development		
2	Zm00001d004676	GO:0098609 cell-cell adhesion		
2	Zm00001d004676	GO:0016021 integral component of membrane		
2	Zm00001d004676	GO:0030154 cell differentiation		
2	Zm00001d004676	GO:0044822 poly(A) RNA binding		
2	Zm00001d004676	GO:0005634 nucleus		
2	Zm00001d004676	GO:0005911 cell-cell junction		
2	Zm00001d004676	GO:0042995 cell projection		
2	Zm00001d004676	GO:0005829 cytosol		
2	Zm00001d004676	GO:0003743 translation initiation factor activity		
2	Zm00001d029543	GO:0032502 developmental process	 --- 	 --- 
2	Zm00001d029543	GO:0044710 single-organism metabolic process		
2	Zm00001d029543	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d029543	GO:0005730 nucleolus		
2	Zm00001d029543	GO:0005773 vacuole		
2	Zm00001d029543	GO:0016020 membrane		
2	Zm00001d029543	GO:0003735 structural constituent of ribosome		
2	Zm00001d029543	GO:0005618 cell wall		
2	Zm00001d029543	GO:0006412 translation		
2	Zm00001d029543	GO:0009506 plasmodesma		
2	Zm00001d029543	GO:0051641 cellular localization		
2	Zm00001d049666	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d049666	GO:0070181 small ribosomal subunit rRNA binding		
2	Zm00001d049666	GO:0044710 single-organism metabolic process		
2	Zm00001d049666	GO:0016020 membrane		
2	Zm00001d049666	GO:0009507 chloroplast		
2	Zm00001d049666	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d049666	GO:0006412 translation		
2	Zm00001d049666	GO:0005794 Golgi apparatus		
2	Zm00001d049666	GO:0010090 trichome morphogenesis		
2	Zm00001d049666	GO:0009965 leaf morphogenesis		
2	Zm00001d049666	GO:0000911 cytokinesis by cell plate formation		
2	Zm00001d049666	GO:0003735 structural constituent of ribosome		
2	Zm00001d049666	GO:0009664 plant-type cell wall organization		
2	Zm00001d049666	GO:0009913 epidermal cell differentiation		
2	Zm00001d049666	GO:0005618 cell wall		
2	Zm00001d049666	GO:0001510 RNA methylation		
2	Zm00001d049666	GO:0042256 mature ribosome assembly		
2	Zm00001d049666	GO:0042545 cell wall modification		
2	Zm00001d049666	GO:0048646 anatomical structure formation involved in morphogenesis		
2	Zm00001d049666	GO:0005783 endoplasmic reticulum		
2	Zm00001d008249	GO:0048481 plant ovule development	 --- 	 --- 
2	Zm00001d008249	GO:0009965 leaf morphogenesis		
2	Zm00001d008249	GO:0005829 cytosol		
2	Zm00001d008249	GO:0048449 floral organ formation		
2	Zm00001d008249	GO:0019048 modulation by virus of host morphology or physiology		
2	Zm00001d008249	GO:0006346 methylation-dependent chromatin silencing		
2	Zm00001d008249	GO:0000724 double-strand break repair via homologous recombination		
2	Zm00001d008249	GO:0000911 cytokinesis by cell plate formation		
2	Zm00001d008249	GO:0051567 histone H3-K9 methylation		
2	Zm00001d008249	GO:0000023 maltose metabolic process		
2	Zm00001d008249	GO:0051225 spindle assembly		
2	Zm00001d008249	GO:0070919 production of siRNA involved in chromatin silencing by small RNA		
2	Zm00001d008249	GO:0005719 nuclear euchromatin		
2	Zm00001d008249	GO:0009555 pollen development		
2	Zm00001d008249	GO:0051322 anaphase		
2	Zm00001d008249	GO:0009616 virus induced gene silencing		
2	Zm00001d008249	GO:0016020 membrane		
2	Zm00001d008249	GO:0004521 endoribonuclease activity		
2	Zm00001d008249	GO:0006261 DNA-dependent DNA replication		
2	Zm00001d008249	GO:0030529 intracellular ribonucleoprotein complex		
2	Zm00001d008249	GO:0010529 negative regulation of transposition		
2	Zm00001d008249	GO:0080188 RNA-directed DNA methylation		
2	Zm00001d008249	GO:0010495 long-distance posttranscriptional gene silencing		
2	Zm00001d008249	GO:0048645 organ formation		
2	Zm00001d008249	GO:0019252 starch biosynthetic process		
2	Zm00001d008249	GO:0005730 nucleolus		
2	Zm00001d008249	GO:0043085 positive regulation of catalytic activity		
2	Zm00001d008249	GO:0000279 M phase		
2	Zm00001d008249	GO:0008283 cell proliferation		
2	Zm00001d008249	GO:0016572 histone phosphorylation		
2	Zm00001d008249	GO:0010014 meristem initiation		
2	Zm00001d008249	GO:0007267 cell-cell signaling		
2	Zm00001d008249	GO:0035198 miRNA binding		
2	Zm00001d008249	GO:0010073 meristem maintenance		
2	Zm00001d008249	GO:0044703 multi-organism reproductive process		
2	Zm00001d008249	GO:0010267 production of ta-siRNAs involved in RNA interference		
2	Zm00001d008249	GO:0051726 regulation of cell cycle		
2	Zm00001d008249	GO:0009816 defense response to bacterium, incompatible interaction		
2	Zm00001d008249	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d008249	GO:0035197 siRNA binding		
2	Zm00001d008249	GO:0006275 regulation of DNA replication		
2	Zm00001d008249	GO:0009909 regulation of flower development		
2	Zm00001d008249	GO:0009855 determination of bilateral symmetry		
2	Zm00001d008249	GO:0015030 Cajal body		
2	Zm00001d008249	GO:0003682 chromatin binding		
2	Zm00001d008249	GO:0006413 translational initiation		
2	Zm00001d008249	GO:0016444 somatic cell DNA recombination		
2	Zm00001d008249	GO:0003743 translation initiation factor activity		
2	Zm00001d022042	GO:0006452 translational frameshifting	 --- 	 --- 
2	Zm00001d022042	GO:0032501 multicellular organismal process		
2	Zm00001d022042	GO:0045901 positive regulation of translational elongation		
2	Zm00001d022042	GO:0010089 xylem development		
2	Zm00001d022042	GO:0045905 positive regulation of translational termination		
2	Zm00001d022042	GO:0042398 cellular modified amino acid biosynthetic process		
2	Zm00001d022042	GO:0005634 nucleus		
2	Zm00001d022042	GO:0009611 response to wounding		
2	Zm00001d022042	GO:0046516 hypusine metabolic process		
2	Zm00001d022042	GO:0042742 defense response to bacterium		
2	Zm00001d022042	GO:0034050 host programmed cell death induced by symbiont		
2	Zm00001d022042	GO:0046686 response to cadmium ion		
2	Zm00001d022042	GO:0003746 translation elongation factor activity		
2	Zm00001d022042	GO:0043022 ribosome binding		
2	Zm00001d022042	GO:0006413 translational initiation		
2	Zm00001d022042	GO:0008612 peptidyl-lysine modification to peptidyl-hypusine		
2	Zm00001d022042	GO:1901607 alpha-amino acid biosynthetic process		
2	Zm00001d022042	GO:0003743 translation initiation factor activity		
2	Zm00001d035256	GO:0006633 fatty acid biosynthetic process	 --- 	 --- 
2	Zm00001d035256	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d035256	GO:0044703 multi-organism reproductive process		
2	Zm00001d035256	GO:0010267 production of ta-siRNAs involved in RNA interference		
2	Zm00001d035256	GO:0050688 regulation of defense response to virus		
2	Zm00001d035256	GO:0009616 virus induced gene silencing		
2	Zm00001d035256	GO:0004526 ribonuclease P activity		
2	Zm00001d035256	GO:0019048 modulation by virus of host morphology or physiology		
2	Zm00001d035256	GO:0005655 nucleolar ribonuclease P complex		
2	Zm00001d035256	GO:0010025 wax biosynthetic process		
2	Zm00001d035256	GO:0010050 vegetative phase change		
2	Zm00001d035256	GO:0048471 perinuclear region of cytoplasm		
2	Zm00001d035256	GO:0005829 cytosol		
2	Zm00001d035256	GO:0005783 endoplasmic reticulum		
2	Zm00001d021445	GO:0042273 ribosomal large subunit biogenesis	 --- 	 --- 
2	Zm00001d021445	GO:0032502 developmental process		
2	Zm00001d021445	GO:0044710 single-organism metabolic process		
2	Zm00001d021445	GO:0032501 multicellular organismal process		
2	Zm00001d021445	GO:0005783 endoplasmic reticulum		
2	Zm00001d021445	GO:0006996 organelle organization		
2	Zm00001d021445	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d021445	GO:0005730 nucleolus		
2	Zm00001d021445	GO:0005774 vacuolar membrane		
2	Zm00001d021445	GO:0003735 structural constituent of ribosome		
2	Zm00001d021445	GO:0065007 biological regulation		
2	Zm00001d021445	GO:0003723 RNA binding		
2	Zm00001d021445	GO:0005886 plasma membrane		
2	Zm00001d021445	GO:0001510 RNA methylation		
2	Zm00001d021445	GO:0006412 translation		
2	Zm00001d021445	GO:0009506 plasmodesma		
2	Zm00001d021445	GO:0009507 chloroplast		
2	Zm00001d036741	GO:0006450 regulation of translational fidelity	 --- 	 --- 
2	Zm00001d036741	GO:0007010 cytoskeleton organization		
2	Zm00001d036741	GO:0004822 isoleucine-tRNA ligase activity		
2	Zm00001d036741	GO:0005829 cytosol		
2	Zm00001d036741	GO:0010498 proteasomal protein catabolic process		
2	Zm00001d036741	GO:0006428 isoleucyl-tRNA aminoacylation		
2	Zm00001d036741	GO:0006096 glycolytic process		
2	Zm00001d036741	GO:0000049 tRNA binding		
2	Zm00001d036741	GO:0002161 aminoacyl-tRNA editing activity		
2	Zm00001d036741	GO:0046686 response to cadmium ion		
2	Zm00001d036741	GO:0009651 response to salt stress		
2	Zm00001d036741	GO:0005634 nucleus		
2	Zm00001d036741	GO:0005524 ATP binding		
2	Zm00001d036741	GO:0006094 gluconeogenesis		
2	Zm00001d022513	GO:0005794 Golgi apparatus	 --- 	 --- 
2	Zm00001d022513	GO:0048046 apoplast		
2	Zm00001d022513	GO:0005853 eukaryotic translation elongation factor 1 complex		
2	Zm00001d022513	GO:0010583 response to cyclopentenone		
2	Zm00001d022513	GO:0005773 vacuole		
2	Zm00001d022513	GO:0005829 cytosol		
2	Zm00001d022513	GO:0009506 plasmodesma		
2	Zm00001d022513	GO:0042742 defense response to bacterium		
2	Zm00001d022513	GO:2001006 regulation of cellulose biosynthetic process		
2	Zm00001d022513	GO:0009407 toxin catabolic process		
2	Zm00001d022513	GO:0005886 plasma membrane		
2	Zm00001d022513	GO:0046686 response to cadmium ion		
2	Zm00001d022513	GO:0003746 translation elongation factor activity		
2	Zm00001d022513	GO:0006414 translational elongation		
2	Zm00001d022513	GO:0071668 plant-type cell wall assembly		
2	Zm00001d022513	GO:0009808 lignin metabolic process		
2	Zm00001d046581	GO:0000049 tRNA binding	 --- 	 --- 
2	Zm00001d046581	GO:0004822 isoleucine-tRNA ligase activity		
2	Zm00001d046581	GO:0005829 cytosol		
2	Zm00001d046581	GO:0006428 isoleucyl-tRNA aminoacylation		
2	Zm00001d046581	GO:0006450 regulation of translational fidelity		
2	Zm00001d046581	GO:0002161 aminoacyl-tRNA editing activity		
2	Zm00001d046581	GO:0005634 nucleus		
2	Zm00001d046581	GO:0005524 ATP binding		
2	Zm00001d032760	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d032760	GO:0005730 nucleolus		
2	Zm00001d032760	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d032760	GO:0003735 structural constituent of ribosome		
2	Zm00001d032760	GO:0006412 translation		
2	Zm00001d032760	GO:0009507 chloroplast		
2	Zm00001d021652	GO:0003735 structural constituent of ribosome	 --- 	 --- 
2	Zm00001d021652	GO:0044710 single-organism metabolic process		
2	Zm00001d021652	GO:0065007 biological regulation		
2	Zm00001d021652	GO:0006412 translation		
2	Zm00001d021652	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d041124	GO:0019219 regulation of nucleobase-containing compound metabolic process	 --- 	 --- 
2	Zm00001d041124	GO:0016021 integral component of membrane		
2	Zm00001d041124	GO:0007275 multicellular organism development		
2	Zm00001d041124	GO:0006351 transcription, DNA-templated		
2	Zm00001d041124	GO:0005886 plasma membrane		
2	Zm00001d041124	GO:0048519 negative regulation of biological process		
2	Zm00001d041124	GO:0009653 anatomical structure morphogenesis		
2	Zm00001d041124	GO:0006413 translational initiation		
2	Zm00001d041124	GO:0005875 microtubule associated complex		
2	Zm00001d041124	GO:0005524 ATP binding		
2	Zm00001d041124	GO:0003743 translation initiation factor activity		
2	Zm00001d031560	GO:0003735 structural constituent of ribosome	 --- 	 --- 
2	Zm00001d031560	GO:0044710 single-organism metabolic process		
2	Zm00001d031560	GO:0005730 nucleolus		
2	Zm00001d031560	GO:0006412 translation		
2	Zm00001d031560	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d010614	GO:0032502 developmental process	 --- 	 --- 
2	Zm00001d010614	GO:0003735 structural constituent of ribosome		
2	Zm00001d010614	GO:0044710 single-organism metabolic process		
2	Zm00001d010614	GO:0032501 multicellular organismal process		
2	Zm00001d010614	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d010614	GO:0016020 membrane		
2	Zm00001d010614	GO:0050794 regulation of cellular process		
2	Zm00001d010614	GO:0090304 nucleic acid metabolic process		
2	Zm00001d010614	GO:0009507 chloroplast		
2	Zm00001d010614	GO:0042256 mature ribosome assembly		
2	Zm00001d010614	GO:0006412 translation		
2	Zm00001d010614	GO:0009506 plasmodesma		
2	Zm00001d010614	GO:0003729 mRNA binding		
2	Zm00001d027527	GO:0003735 structural constituent of ribosome	 --- 	 --- 
2	Zm00001d027527	GO:0044710 single-organism metabolic process		
2	Zm00001d027527	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d027527	GO:0005634 nucleus		
2	Zm00001d027527	GO:0030686 90S preribosome		
2	Zm00001d027527	GO:0042256 mature ribosome assembly		
2	Zm00001d027527	GO:0000028 ribosomal small subunit assembly		
2	Zm00001d027527	GO:0000461 endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d027527	GO:0009507 chloroplast		
2	Zm00001d027527	GO:0005886 plasma membrane		
2	Zm00001d027527	GO:0009651 response to salt stress		
2	Zm00001d027527	GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d027527	GO:0006412 translation		
2	Zm00001d027527	GO:0006407 rRNA export from nucleus		
2	Zm00001d021020	GO:0005794 Golgi apparatus	 --- 	 --- 
2	Zm00001d021020	GO:0044710 single-organism metabolic process		
2	Zm00001d021020	GO:0005730 nucleolus		
2	Zm00001d021020	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d021020	GO:0042256 mature ribosome assembly		
2	Zm00001d021020	GO:0003735 structural constituent of ribosome		
2	Zm00001d021020	GO:0065007 biological regulation		
2	Zm00001d021020	GO:0042788 polysomal ribosome		
2	Zm00001d021020	GO:0006412 translation		
2	Zm00001d048856	GO:0006434 seryl-tRNA aminoacylation	 --- 	 --- 
2	Zm00001d048856	GO:0048569 post-embryonic organ development		
2	Zm00001d048856	GO:0030154 cell differentiation		
2	Zm00001d048856	GO:0009793 embryo development ending in seed dormancy		
2	Zm00001d048856	GO:0048481 plant ovule development		
2	Zm00001d048856	GO:0009069 serine family amino acid metabolic process		
2	Zm00001d048856	GO:0010027 thylakoid membrane organization		
2	Zm00001d048856	GO:0007005 mitochondrion organization		
2	Zm00001d048856	GO:0009965 leaf morphogenesis		
2	Zm00001d048856	GO:0005739 mitochondrion		
2	Zm00001d048856	GO:0006364 rRNA processing		
2	Zm00001d048856	GO:0009902 chloroplast relocation		
2	Zm00001d048856	GO:0005524 ATP binding		
2	Zm00001d048856	GO:0000096 sulfur amino acid metabolic process		
2	Zm00001d048856	GO:0016226 iron-sulfur cluster assembly		
2	Zm00001d048856	GO:0045893 positive regulation of transcription, DNA-templated		
2	Zm00001d048856	GO:0010228 vegetative to reproductive phase transition of meristem		
2	Zm00001d048856	GO:0035304 regulation of protein dephosphorylation		
2	Zm00001d048856	GO:0009507 chloroplast		
2	Zm00001d048856	GO:0042545 cell wall modification		
2	Zm00001d048856	GO:0008652 cellular amino acid biosynthetic process		
